LaB6 Ref
*********
#Bins	Energy [keV]	Avg. Background	No Spatial Information
0	-0.144	0	0.0	
1	-0.08	0	5138.0	
2	-0.016	0	6247.0	
3	0.049	0	7093.0	
4	0.113	0	7730.0	
5	0.177	0	8211.0	
6	0.242	0	8523.0	
7	0.306	0	8674.0	
8	0.37	0	8584.0	
9	0.434	0	8249.0	
10	0.499	0	7492.0	
11	0.563	0	6941.0	
12	0.627	0	6354.0	
13	0.691	0	5484.0	
14	0.756	0	4630.0	
15	0.82	0	4005.0	
16	0.884	0	3384.0	
17	0.948	0	2711.0	
18	1.013	0	2155.0	
19	1.077	0	1805.0	
20	1.141	0	1365.0	
21	1.205	0	1068.0	
22	1.27	0	870.0	
23	1.334	0	700.0	
24	1.398	0	527.0	
25	1.462	0	405.0	
26	1.527	0	329.0	
27	1.591	0	225.0	
28	1.655	0	202.0	
29	1.719	0	159.0	
30	1.783	0	119.0	
31	1.848	0	92.0	
32	1.912	0	58.0	
33	1.976	0	49.0	
34	2.04	0	26.0	
35	2.105	0	29.0	
36	2.169	0	18.0	
37	2.233	0	11.0	
38	2.297	0	7.0	
39	2.361	0	7.0	
40	2.425	0	7.0	
41	2.49	0	4.0	
42	2.554	0	3.0	
43	2.618	0	4.0	
44	2.682	0	1.0	
45	2.746	0	1.0	
46	2.811	0	1.0	
47	2.875	0	3.0	
48	2.939	0	3.0	
49	3.003	0	1.0	
50	3.067	0	2.0	
51	3.131	0	1.0	
52	3.196	0	3.0	
53	3.26	0	3.0	
54	3.324	0	1.0	
55	3.388	0	4.0	
56	3.452	0	1.0	
57	3.516	0	2.0	
58	3.58	0	3.0	
59	3.645	0	1.0	
60	3.709	0	1.0	
61	3.773	0	0.0	
62	3.837	0	2.0	
63	3.901	0	2.0	
64	3.965	0	3.0	
65	4.029	0	3.0	
66	4.093	0	1.0	
67	4.158	0	0.0	
68	4.222	0	3.0	
69	4.286	0	0.0	
70	4.35	0	2.0	
71	4.414	0	3.0	
72	4.478	0	5.0	
73	4.542	0	3.0	
74	4.606	0	1.0	
75	4.67	0	3.0	
76	4.734	0	2.0	
77	4.799	0	4.0	
78	4.863	0	6.0	
79	4.927	0	2.0	
80	4.991	0	4.0	
81	5.055	0	3.0	
82	5.119	0	5.0	
83	5.183	0	5.0	
84	5.247	0	2.0	
85	5.311	0	2.0	
86	5.375	0	5.0	
87	5.439	0	9.0	
88	5.503	0	5.0	
89	5.567	0	2.0	
90	5.631	0	2.0	
91	5.695	0	7.0	
92	5.76	0	10.0	
93	5.824	0	5.0	
94	5.888	0	14.0	
95	5.952	0	4.0	
96	6.016	0	9.0	
97	6.08	0	8.0	
98	6.144	0	6.0	
99	6.208	0	11.0	
100	6.272	0	15.0	
101	6.336	0	13.0	
102	6.4	0	14.0	
103	6.464	0	12.0	
104	6.528	0	21.0	
105	6.592	0	16.0	
106	6.656	0	22.0	
107	6.72	0	13.0	
108	6.784	0	25.0	
109	6.848	0	31.0	
110	6.912	0	25.0	
111	6.976	0	33.0	
112	7.04	0	29.0	
113	7.104	0	35.0	
114	7.168	0	25.0	
115	7.232	0	35.0	
116	7.296	0	31.0	
117	7.36	0	41.0	
118	7.424	0	32.0	
119	7.488	0	37.0	
120	7.552	0	41.0	
121	7.616	0	41.0	
122	7.68	0	39.0	
123	7.744	0	50.0	
124	7.808	0	58.0	
125	7.872	0	56.0	
126	7.936	0	54.0	
127	8.0	0	54.0	
128	8.064	0	66.0	
129	8.128	0	82.0	
130	8.192	0	72.0	
131	8.256	0	70.0	
132	8.32	0	75.0	
133	8.384	0	76.0	
134	8.447	0	75.0	
135	8.511	0	93.0	
136	8.575	0	81.0	
137	8.639	0	80.0	
138	8.703	0	87.0	
139	8.767	0	97.0	
140	8.831	0	82.0	
141	8.895	0	82.0	
142	8.959	0	101.0	
143	9.023	0	97.0	
144	9.087	0	99.0	
145	9.151	0	105.0	
146	9.215	0	121.0	
